Date,EICE,ESN,SND,SWE,Ta,Ws,U,N,Rsw,Pre,Pr,Pr_sno,Albedo,Smelt,Imelt,SSN,ICE,ET,ros
01-Jul-2021,0,0,0,0,7.54495,2.77062083333333,0.567703666666667,278.659254166667,308.065032670878,680.8952375,0.7936,0,0.213347379414133,0,0,0,0,6.35929020440008e-07,10.4166666666667
02-Jul-2021,0,0,0,0,7.4777125,2.79650833333333,0.601703083333333,281.576483333333,254.808885685014,680.3011125,1.8139,0,0.215005767869235,0,0,0,0,9.60718816085316e-05,0
03-Jul-2021,0,-0.0016929972678153,1.03786994863334e-05,0.00174480261897174,6.95627083333333,3.0137375,0.767819125,289.808416666667,281.160226941326,680.614545833333,2.0794,0.0244841763181453,0.242205633052173,0.00271317128107136,0,-0.000724628605715692,0,-0.00162465304396169,13.98631694107
04-Jul-2021,0,0,0,0,7.8688375,3.02682916666667,0.679417375,288.157925,271.903609183893,681.152183333333,0.1708,0,0.21070210516872,0,0,0,0,0.00112720808600853,0
05-Jul-2021,0,0,0,0,9.3478625,3.0642625,0.561752958333333,282.125216666667,296.85684457614,681.024154166667,3.9137,0,0.20448560321726,0,0,0,0,0.00303523835777015,0
06-Jul-2021,0,-0.00240356052696734,8.17848348365687e-06,0.00139333673715255,8.116075,2.8334625,0.6801475,292.545183333333,248.693217498257,681.950141666667,1.3012,0.0307713188499538,0.201327072216435,0.00368569881238208,0,-0.00075024866254907,0,0.000882969622116097,21.6036535776255
07-Jul-2021,0,0,0,0,8.20810833333333,3.08692083333333,0.692593,287.70035,265.213690325953,683.098533333333,0.7661,0,0.203195053922679,0,0,0,0,0.00173383243117543,0
08-Jul-2021,0,0,0,0,11.2706583333333,2.6673375,0.51356675,262.0596625,367.606750790554,684.339991666667,0,0,0.201550046018525,0,0,0,0,0.00154117990785959,0
09-Jul-2021,0,0,0,0,12.926075,3.0133125,0.32906975,266.408633333333,357.460929264814,683.674645833333,0.0639,0,0.204186659702316,0,0,0,0,0.000241235969418198,0
10-Jul-2021,0,0,0,0,11.3475541666667,3.22590416666667,0.495956291666667,290.936445833333,262.858278005337,682.32525,2.0302,0,0.199271805923056,0,0,0,0,0.0112024118358446,0
11-Jul-2021,0,0,0,0,9.95475833333333,3.3214,0.601692083333333,287.193783333333,284.377597654654,682.489725,0.941,0,0.195140736252056,0,0,0,0,0.0143285574620399,0
12-Jul-2021,0,0,0,0,8.6127,2.862375,0.780979333333333,316.612666666667,192.671926607878,681.1379375,14.7077,0,0.179677203598045,0,0,0,0,0.0392094334759348,0
13-Jul-2021,0,0,0,0,6.24935833333333,2.95740416666667,0.898597125,317.665441666667,159.944496788797,679.8484875,55.5005,0,0.174804370198335,0,0,0,0,0.0695967026649656,0
14-Jul-2021,0,0,0,0,6.78525833333333,2.87936666666667,0.731810375,283.7551625,271.448480382076,680.420404166667,2.7985,0,0.174555677571537,0,0,0,0,0.0734545397483218,0
15-Jul-2021,0,0,0,0,7.95848333333333,2.65650833333333,0.565758791666667,280.045808333333,270.785184037205,681.3499125,0.9376,0,0.174287912852896,0,0,0,0,0.0523230754107206,0
16-Jul-2021,0,0,0,0,9.48064583333333,2.7051,0.601269125,307.983120833333,213.847717216976,683.202375,1.6716,0,0.175492280384252,0,0,0,0,0.0470907524952582,0
17-Jul-2021,0,0,0,0,10.3836791666667,2.5843,0.652175041666667,298.748004166667,267.053925708783,684.124966666667,1.7672,0,0.175234938298499,0,0,0,0,0.0523556088833761,0
18-Jul-2021,0,0,0,0,10.0544291666667,2.84009166666667,0.626875,306.4524125,200.817666712997,681.866729166667,2.9775,0,0.175970638862879,0,0,0,0,0.0478156686040666,0
19-Jul-2021,0,0,0,0,9.11547916666667,2.59088333333333,0.767230208333333,315.590633333333,227.100463579591,679.258675,9.8533,0,0.171959582214147,0,0,0,0,0.082304508514177,0
20-Jul-2021,0,0,0,0,7.52000833333333,2.671275,0.869967083333333,310.949579166667,215.471997711051,677.7927125,24.4915,0,0.170612112748893,0,0,0,0,0.0968118622350164,0
21-Jul-2021,0,0,0,0,6.56914166666667,2.56273333333333,0.891108041666667,304.4449875,210.801449117696,678.067604166667,20.8994,0,0.170452516877436,0,0,0,0,0.0965708975155234,0
22-Jul-2021,0,0,0,0,6.98744166666667,2.7887375,0.796932916666667,296.873154166667,274.566690281314,677.8883625,4.0511,0,0.16947788152763,0,0,0,0,0.0976819089812971,0
23-Jul-2021,0,0,0,0,9.14798333333333,2.83912916666667,0.646482833333333,284.085770833333,291.846856428189,679.482604166667,1.868,0,0.166316431720492,0,0,0,0,0.0968041090919168,0
24-Jul-2021,0,0,0,0,12.059625,2.65199583333333,0.5238625,278.718004166667,314.261515080086,682.319979166667,0.8624,0,0.167813761364715,0,0,0,0,0.100582954757905,0
25-Jul-2021,0,0,0,0,14.8457291666667,2.72086666666667,0.429994041666667,285.362570833333,324.217547163637,683.337829166667,0,0,0.162323471379664,0,0,0,0,0.111657187784619,0
26-Jul-2021,0,0,0,0,15.5002458333333,2.84774166666667,0.554196125,311.680966666667,297.701071680966,682.359458333333,0,0,0.162789865685433,0,0,0,0,0.105692133137158,0
27-Jul-2021,0,0,0,0,14.5782291666667,2.25580416666667,0.641823,314.429054166667,224.579508432354,680.375966666667,1.145,0,0.169732494176642,0,0,0,0,0.0767056486207376,0
28-Jul-2021,0,0,0,0,12.5410625,2.90123333333333,0.772213708333333,327.258616666667,211.514241368557,678.768745833333,0.7044,0,0.16956525033522,0,0,0,0,0.0689641240789941,0
