Date,EICE,ESN,SND,SWE,Ta,Ws,U,N,Rsw,Pre,Pr,Pr_sno,Albedo,Smelt,Imelt,SSN,ICE,ET,ros
01-Jul-2021,0,0,0,0,5.8319625,2.81382916666667,0.586958541666667,276.144066666667,306.872378650169,663.621275,0.9321,0,0.103312472750902,0,0.550941480456916,0,108474.455856234,0.0371359494664986,10.4166666666667
02-Jul-2021,0,0,0,0,5.79662083333333,2.82077916666667,0.619068791666667,278.7432125,256.263023628518,663.062583333333,2.0768,0,0.110691935090252,0,0.427105351123822,0,108462.548506964,0.0704296414100705,0
03-Jul-2021,0,-0.00252909154734522,1.85160344963988e-05,0.00285775771238555,5.3569875,3.04875,0.780589,287.4635375,279.596665890952,663.307604166667,2.3004,0.121449982257866,0.125298362777937,0.00758950747475629,0.437504324879538,-0.000903591045718888,108452.326767466,0.0992059687614398,13.0599413266499
04-Jul-2021,0,0,0,0,6.22074583333333,3.05454166666667,0.694337833333333,285.796891666667,272.244051485404,663.8883625,0.2007,0,0.110691935090252,0,0.554712969190515,0,108440.806549421,0.0228117736953244,0
05-Jul-2021,0,0,0,0,7.66695416666667,3.08689166666667,0.578517083333333,279.945279166667,296.10737681328,663.869891666667,4.6166,0,0.110691935090252,0,0.543985625208662,0,108426.956890577,0.108049170975089,0
06-Jul-2021,0,-0.00544564152699756,3.46333963814507e-05,0.00548280735034908,6.51045416666667,2.8688625,0.694615166666667,290.1300375,247.052009452905,664.691554166667,1.5454,0.0930804546941771,0.125198352622335,0.00932399380592161,0.400412993545794,-0.00134199610658243,108415.887502943,0.148354038280801,27.2909363183113
07-Jul-2021,0,0,0,0,6.63804583333333,3.13991666666667,0.703179708333333,285.442720833333,264.699972030902,665.7992875,0.8994,0,0.110691935090252,0,0.543960497505963,0,108404.607607436,0.0375178787769268,0
08-Jul-2021,0,0,0,0,9.64882916666667,2.7064,0.519971083333333,259.811245833333,359.273057889175,667.171854166667,0,0,0.110691935090252,0,0.787377521263295,0,108389.67195691,0.000303911967182745,0
09-Jul-2021,0,0,0,0,11.2940625,3.05549166666667,0.334638875,263.823354166667,351.5270982422,666.638225,0.1311,0,0.110691935090252,0,0.832260718051146,0,108369.939736406,0.0054625,0
10-Jul-2021,0,0,0,0,9.69729583333333,3.2226375,0.50844475,288.765604166667,262.242279638485,665.261916666667,2.3882,0,0.110691935090252,0,0.570300663148532,0,108351.87829011,0.0698169900168382,0
11-Jul-2021,0,0,0,0,8.33771666666667,3.31437083333333,0.610968208333333,284.534495833333,284.328722174701,665.341141666667,1.0905,0,0.110691935090252,0,0.47279916778272,0,108340.367054229,0.0674913433164952,0
12-Jul-2021,0,0,0,0,7.0991625,2.860925,0.791475666666666,314.221891666667,191.367488353925,663.949795833333,16.2733,0,0.110691935090252,0,0.363601082087275,0,108329.131956882,0.165840349994364,0
13-Jul-2021,0,-0.0021047846093495,3.86099660604254e-05,0.00703817228347256,4.71234166666667,2.94609166666667,0.912262958333333,314.801504166667,160.949325982372,662.5620625,58.8078,0.741570201557565,0.110691935090252,0.0330035430075814,0.29878385864456,0,108321.084926793,0.115211372725767,15.1170822336474
14-Jul-2021,0,0,0,0,5.19114166666667,2.86834166666667,0.744846833333333,281.435733333333,271.974326155951,663.131691666667,2.9524,0,0.110691935090252,0,0.259615235950396,0,108314.695058007,0.231293546922303,0
15-Jul-2021,0,0,0,0,6.3221625,2.66730416666667,0.581670875,278.015954166667,269.817635167566,664.109525,1.0833,0,0.110691935090252,0,0.346428441757089,0,108307.976017356,0.137828506879423,0
16-Jul-2021,0,0,0,0,7.9032625,2.70395416666667,0.613014083333333,305.476554166667,212.295054201658,666.001141666667,1.9659,0,0.110691935090252,0,0.448274495748738,0,108298.567687953,0.0621523857323045,0
17-Jul-2021,0,0,0,0,8.8022375,2.58415,0.665185166666667,296.7136375,266.660887066672,666.950741666667,2.0009,0,0.110691935090252,0,0.495654114494849,0,108286.99306974,0.0857055995816782,0
18-Jul-2021,0,0,0,0,8.48042916666667,2.8482625,0.639506375,304.1041125,200.259574845593,664.74115,3.4277,0,0.110691935090252,0,0.413522301363425,0,108275.969622558,0.0898965365626686,0
19-Jul-2021,0,0,0,0,7.60502083333333,2.60732916666667,0.782780291666667,313.3454875,225.288447646529,662.149241666667,11.2031,0,0.110691935090252,0,0.379933196964543,0,108266.270775293,0.193692026208886,0
20-Jul-2021,0,0,0,0,6.03996666666667,2.683875,0.882667166666667,308.724229166667,214.215036218318,660.634804166667,25.9353,0,0.110691935090252,0,0.380921980865476,0,108256.867957823,0.155666151004556,0
21-Jul-2021,0,-0.00579203007724653,8.13376946984214e-05,0.0147058366272901,5.12025833333333,2.5671375,0.902806125,302.1524625,209.668388444284,660.849291666667,21.1908,1.0984999983445,0.127336633972097,0.0515628633416007,0.330760639163385,0,108248.466432423,0.139218947116951,29.9373727088317
22-Jul-2021,0,-0.00278627074558116,8.60200105257176e-06,0.00155013719691069,5.465725,2.811675,0.808597083333333,294.702970833333,271.96264874916,660.669433333333,4.5736,0.179598321180829,0.110691935090252,0.0102695341281157,0.340006715249039,0,108240.59302869,0.214288435137406,14.5682642968661
23-Jul-2021,0,0,0,0,7.57948333333333,2.87314166666667,0.660704916666667,282.244225,287.260853280125,662.3427625,2.1964,0,0.110691935090252,0,0.372267669924327,0,108232.271113166,0.229876384011936,0
24-Jul-2021,0,0,0,0,10.4811583333333,2.67823333333333,0.535698833333333,276.5176625,310.723663525199,665.277279166667,1.0707,0,0.110691935090252,0,0.68345716844393,0,108220.104259809,0.0619671184246174,0
25-Jul-2021,0,0,0,0,13.2839916666667,2.76169166666667,0.438562458333333,283.164429166667,314.281208357338,666.416775,0,0,0.110691935090252,0,0.872108500662035,0,108201.995594308,0.00201688408446058,0
26-Jul-2021,0,0,0,0,13.9585416666667,2.8972125,0.56418025,309.8535125,288.457976258222,665.498679166666,0,0,0.110691935090252,0,0.918167121045639,0,108180.590082067,0,0
27-Jul-2021,0,0,0,0,13.0069791666667,2.270775,0.655030583333333,312.4911625,221.775972133231,663.51665,1.3868,0,0.110691935090252,0,0.726754196148205,0,108159.62137783,0.0519082130618677,0
28-Jul-2021,0,0,0,0,11.0693583333333,2.93384583333333,0.780621541666667,324.880891666667,210.268873749886,661.845275,0.7587,0,0.110691935090252,0,0.727475903268807,0,108142.523040973,0.0297617368012162,0
29-Jul-2021,0,0,0,0,9.46824583333334,2.39704583333333,0.903589708333333,328.679691666667,160.403362204606,662.1367625,15.2716,0,0.110691935090252,0,0.523447824110196,0,108126.535131107,0.107261111795839,0
30-Jul-2021,0,0,0,0,8.16275833333333,2.68857083333333,0.744967458333333,313.098779166667,188.111256186476,663.210166666667,0.5483,0,0.110691935090252,0,0.390049211840106,0,108115.312809588,0.171926878112346,0
31-Jul-2021,0,0,0,0,8.68798333333333,2.38615833333333,0.6491575,293.703133333333,259.171838301772,663.421183333333,2.0308,0,0.110691935090252,0,0.461597231250261,0,108106.087869297,0.120828730874252,0
01-Aug-2021,0,0,0,0,6.05475833333333,2.6362125,0.858456625,318.4004,176.376775071797,662.295541666667,11.0493,0,0.110691935090252,0,0.365189196857842,0,108095.950306659,0.13265827103039,0
02-Aug-2021,0,-0.00255722025749925,0,0,5.906375,2.39752916666667,0.839438916666667,306.780741666667,187.333772701556,662.5569375,4.1492,0.0454227313104259,0.110691935090252,0.00444983406210033,0.347241633487757,0,108087.081413481,0.139980569326383,14.46324171787
03-Aug-2021,0,0,0,0,5.67718333333333,2.7219875,0.78054325,293.138633333333,234.956832552275,663.671879166667,4.1321,0,0.110691935090252,0,0.307065802468164,0,108079.673558407,0.194349668847474,0
04-Aug-2021,0,0,0,0,6.17614583333333,2.5576875,0.694498583333333,286.888466666667,218.271194763315,664.329879166667,1.4029,0,0.110691935090252,0,0.272032325698389,0,108072.581926189,0.190600951365952,0
05-Aug-2021,0,0,0,0,5.387425,2.601675,0.683864791666667,285.879170833333,227.534617818118,663.7844625,1.4314,0,0.110691935090252,0,0.371835364748492,0,108065.155544518,0.0935847109836263,0
06-Aug-2021,0,0,0,0,6.233775,2.49030416666667,0.615721833333333,289.377408333333,224.459072698595,663.805445833333,0.8123,0,0.110691935090252,0,0.414428263342433,0,108055.840679498,0.0438019168124049,0
07-Aug-2021,0,-0.00139009338682244,0.000139129111763743,0.0217341527371297,6.31927916666667,2.702725,0.640972208333333,288.058841666667,236.902665839978,664.7231625,1.867,0.1493,0.127947368572218,0.00761092672015578,0.439788238697465,-0.0014900298082431,108045.509467428,0.066551191976068,25.8919453825117
08-Aug-2021,0,0,0,0,6.72226666666667,2.22480833333333,0.57877375,277.9472625,241.602720420675,666.2858125,0.9699,0,0.110691935090252,0,0.461909890829489,0,108034.688738678,0.0466854139632353,0
09-Aug-2021,0,0,0,0,7.64250416666667,2.482075,0.540989125,259.572929166667,263.42556378151,666.15835,0.2033,0,0.110691935090252,0,0.496268557912953,0,108023.586368731,0.0170234541768007,0
10-Aug-2021,0,0,0,0,8.3016125,2.45798333333333,0.484924916666667,256.745754166667,286.232827034112,665.603908333333,0.1996,0,0.110691935090252,0,0.554629641920931,0,108010.979107191,0.00831666666666667,0
11-Aug-2021,0,0,0,0,8.536875,2.51809583333333,0.5607755,281.079545833333,252.244666420013,664.516766666667,1.0789,0,0.110691935090252,0,0.53081307673568,0,107997.899894355,0.0391333623959709,0
12-Aug-2021,0,0,0,0,7.83214166666667,2.779275,0.52594375,278.3677,255.285600141032,665.261179166666,0.8731,0,0.110691935090252,0,0.543020068382594,0,107984.612022265,0.0421999709373625,0
13-Aug-2021,0,0,0,0,6.66551666666667,3.05022916666667,0.438373875,260.137175,252.182001216059,663.6743875,0.8336,0,0.110691935090252,0,0.36610018897518,0,107973.78191007,0.0347333333333333,0
14-Aug-2021,0,0,0,0,3.89110416666667,2.69309166666667,0.679600875,283.105254166667,155.312660962128,661.7204875,1.776,0,0.110691935090252,0,0.200275563751796,0,107966.427773207,0.0648123567089321,0
15-Aug-2021,0,0.000258471012860359,0.00133598384451196,0.223740797733614,2.26406666666667,2.81862083333333,0.809474083333333,278.8041875,175.725151648703,661.400279166667,7.6196,2.0154,0.110691935090252,0.00338654881728415,0.135358971162402,0.000258471012860359,107962.307570617,0.116444135002852,27.9410815670058
16-Aug-2021,0,-0.0057511016937208,0.00392695975986564,0.651945443007292,3.59032916666667,2.64481666666667,0.636270166666667,248.348645833333,287.405175528893,664.240916666667,0.1322,0,0.203231968545518,0.0860810818635763,0.176389933745019,-0.00690729894901276,107958.559879022,0.206104530719761,68.8758826215608
17-Aug-2021,0,0,0,0,6.37039583333333,2.43305416666667,0.431599875,242.748220833333,279.911011710846,664.997158333333,0.2333,0,0.110691935090252,0,0.429014029002364,0,107952.221912269,0.0117068675865183,0
18-Aug-2021,0,0,0,0,6.584525,2.53165416666667,0.412273833333333,248.9751125,250.300195765003,663.7673375,0.6847,0,0.110691935090252,0,0.440213301603002,0,107941.580839366,0.0231802484305966,0
19-Aug-2021,0,0,0,0,6.331775,2.5931,0.534149375,256.533308333333,237.472071224833,663.181954166667,1.0583,0,0.110691935090252,0,0.418368542591289,0,107931.255233624,0.0315195875857895,0
