Date,EICE,ESN,SND,SWE,Ta,Ws,U,N,Rsw,Pre,Pr,Pr_sno,Albedo,Smelt,Imelt,SSN,ICE,ET,ros
01-Nov-2022,0,0.00403089848315791,7.54697856740353e-05,0.00670481808280601,-7.1898375,2.62814166666667,0.736710208333333,229.898716666667,152.064379211948,665.150966666667,0.1207,0.1207,0.0990665927938423,0,0,0.00403089848315791,0,0.00359829894458076,21.5077334245123
02-Nov-2022,0,0.0181013394195514,0.0495780063371391,5.46753187005402,-4.6710625,2.05530416666667,0.791480208333334,294.283016666667,77.0254830945303,664.096920833333,14.943,14.943,0.827563971661323,0.00549042542362136,0,0.0171030712360427,0,0.0181013440894377,93.1245998791717
03-Nov-2022,0,-0.00133273441167477,0.137561057536595,16.756473158162,-3.12347916666667,1.6349625,0.91064775,273.561429166667,141.702327449643,664.273075,10.2626,10.2626,0.831867476323568,0,0,-0.00133273441167477,0,-0.00133273441167477,121.439859910634
04-Nov-2022,0,0.00903169781923276,0.264849581101637,35.2728116878119,-2.69265416666667,2.15655416666667,0.996434125,322.504741666667,29.0871839614315,662.453270833333,21.2199,21.2199,0.85,0,0,0.00903169781923276,0,0.00903169781923276,132.34879635302
05-Nov-2022,0,0.00444866162121288,0.380624398766819,56.6516937153893,-2.77885416666667,1.48389583333333,0.999240125,301.765775,48.5349814800107,663.668416666667,15.2176,15.2176,0.85,0,0,0.00444866162121288,0,0.00444866162121288,148.472251980909
06-Nov-2022,0,-0.00388669670050155,0.373606159546102,62.3486788574655,-4.38165,1.429325,0.961175458333333,271.464566666667,81.6458509835724,663.350304166667,3.1379,3.1379,0.841375400250791,0,0,-0.00388669670050155,0,-0.00388669670050155,166.723679976421
07-Nov-2022,0,-0.000891594510379676,0.364972043676351,65.7598682088132,-5.63960416666667,1.60649166666667,0.909233916666667,263.810754166667,91.9369188925749,662.30325,2.5502,2.5502,0.81730620048427,0,0,-0.000891594510379676,0,-0.000891594510379676,179.989272061323
08-Nov-2022,0,0.00713981374024497,0.424088550036962,76.9461876579462,-6.23355833333333,2.87001666666667,0.957170916666667,298.69255,24.1634255589369,659.755016666667,19.584,19.584,0.85,0,0,0.00713981374024497,0,0.00713981374024497,181.492215518217
09-Nov-2022,0,-4.71576743892806e-05,0.458981420558878,86.4330542351831,-9.64574166666667,2.66180416666667,0.783758083333333,193.59285,147.547275121029,662.9976375,0.5015,0.5015,0.821176466243089,0,0,-4.71576743892806e-05,0,-4.71576743892806e-05,188.195629710725
10-Nov-2022,0,0.00900386596659541,0.427238143168335,86.4435134518688,-11.3331,3.55314166666667,0.351205791666667,146.624333333333,154.39237313802,664.3041125,0,0,0.80057310014352,0,0,0.00900386596659541,0,0.00900386596659541,202.147522860187
11-Nov-2022,0,0.0137205628629979,0.406202974579939,86.2856390035175,-10.9936333333333,2.8136875,0.460652958333333,225.1304625,77.1585158356558,664.941725,0.513,0.513,0.832986242406533,0,0,0.0137205628629979,0,0.0137205628629979,212.183387705191
12-Nov-2022,0,-0.00114898080208253,0.393371151599617,86.4967928462475,-11.55105,2.91060416666667,0.700541833333333,194.849308333333,126.585518617741,664.771683333333,0,0,0.678891049962844,0,0,-0.00114898080208253,0,-0.00114898080208253,219.636962122043
13-Nov-2022,0,0.00399047792665329,0.384892892745145,86.7510013376018,-10.8382,2.998575,0.682279458333333,242.446,85.7131240643052,660.5358625,1.392,1.392,0.739577193881524,0,0,0.00399047792665329,0,0.00398999148180047,225.119225337482
14-Nov-2022,0,-0.000878010411226605,0.38937810427852,88.516057717452,-9.48529583333333,2.2139125,0.883870458333333,227.384295833333,119.437000435543,660.442066666667,0.7781,0.7781,0.725732474119874,0,0,-0.000878010411226605,0,-0.000878844316688593,227.057015461287
15-Nov-2022,0,0.00159480841074759,0.382648060176371,88.5953609364945,-11.0110041666667,3.05250416666667,0.631083791666667,192.928279166667,130.513921176141,660.319708333333,0,0,0.701808108566474,0,0,0.00159480841074759,0,0.0015939745052856,231.256579786561
16-Nov-2022,0,0.000759881021886673,0.386156824126031,89.8125893582271,-10.3651708333333,2.41389166666667,0.650211583333333,231.167425,87.7450465179854,660.193854166667,4.8155,4.8155,0.750960621851619,0,0,0.000759881021886673,0,0.000759047116424685,232.361515596279
17-Nov-2022,0,0.00953644812930152,0.40521111136662,93.4356381925842,-10.4596083333333,3.663425,0.622710375,214.458725,124.519786002692,663.832279166667,0.1435,0.1435,0.800103526676387,0,0,0.00953644812930152,0,0.00953561422383953,230.313824564786
18-Nov-2022,0,0.0124827228883103,0.40134589302321,93.7608378138178,-7.16564166666667,1.862675,0.557034208333333,286.189770833333,50.430052523104,662.176375,2.9431,2.9431,0.789440048100501,0,0,0.0124827228883103,0,0.0124818889828483,233.335846003475
19-Nov-2022,0,0.00239191112016346,0.481555587584968,106.829042905929,-6.02980416666667,1.60787916666667,0.948957375,284.915829166667,61.516970345755,662.522004166667,14.0126,14.0126,0.85,0,0,0.00239191112016346,0,0.00239107721470147,221.678713559387
20-Nov-2022,0,0.000171134246111361,0.484576385306937,109.871968942892,-10.0390041666667,2.82170416666667,0.77853125,206.039458333333,115.879038752322,664.533441666667,0,0,0.833353674197425,0,0,0.000171134246111361,0,0.000170300340649372,226.484040669019
21-Nov-2022,0,0.000933845448194156,0.471024783815587,109.889944081332,-10.8892625,2.944275,0.49544675,179.7529,130.259810451525,664.1878,0,0,0.800024886432611,0,0,0.000933845448194156,0,0.000933262527186533,233.028361741388
22-Nov-2022,0,0.00938539705476914,0.460692192809661,109.750242232492,-10.0248333333333,3.06413333333333,0.428977916666667,219.660829166667,104.154285182842,665.918995833333,0,0,0.845532584979859,0,0,0.00938539705476914,0,0.00938518798850868,237.947063062674
23-Nov-2022,0,0.0174771937904096,0.452270350587785,109.411415564817,-8.42905833333333,3.50965416666667,0.493901791666667,230.786545833333,94.2544149152733,666.971745833333,0,0,0.85,0,0,0.0174771937904096,0,0.0174769877114835,241.626989305219
24-Nov-2022,0,0.0235216328270681,0.445177749470118,108.913871430541,-7.85065416666667,4.15879583333333,0.473372958333333,210.742879166667,109.063150452215,666.378729166667,0,0,0.82514259973833,0,0,0.0235216328270681,0,0.023521429642108,244.35870681731
25-Nov-2022,0,0.0279752597265785,0.439011044450607,108.286759424782,-7.5967375,3.82449166666667,0.370660958333333,211.6485,98.953391809602,665.2410125,0,0,0.845178425768191,0,0,0.0279752597265785,0,0.0279750593466386,246.36336617329
26-Nov-2022,0,0.0196456657339285,0.434171548827267,107.694193175505,-8.12105833333333,3.06780416666667,0.496816833333333,246.602683333333,49.6645455098815,664.9316375,0.1173,0.1173,0.843453163013697,0,0,0.0196456657339285,0,0.0196454680742071,247.745058348677
27-Nov-2022,0,0.000958823286131111,0.432114837044955,107.617485958476,-11.3678625,4.8523875,0.812317875,199.930479166667,106.521712143949,663.357279166667,0,0,0.782261271555353,0,0,0.000958823286131111,0,0.000958628265713918,248.746677918292
28-Nov-2022,0,0.00558910329924909,0.430574881805586,107.567702845271,-10.6086375,4.24670833333333,0.629320708333333,233.3106125,86.6381501697539,662.322879166667,0.3325,0.3325,0.82494161192956,0,0,0.00558910329924909,0,0.0055889108408726,249.520708267482
